Song_Id,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,release_date,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
3489,die first,Nessa Barrett,1,2022,6,24,767,0,131746175.0,25,0,22,0,0.0,183,G#,Minor,2022-06-24,44.0,44.0,67.0,7.0,0.0,12.0,13.0
3493,Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613.0,11,6,25,0,1.0,150,E,Major,2017-10-20,,27.0,56.0,8.0,0.0,13.0,3.0
3494,Alone,Burna Boy,1,2022,11,4,782,2,96007391.0,27,18,32,1,0.0,90,E,Minor,2022-11-04,61.0,32.0,67.0,15.0,,11.0,5.0
3498,Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558.0,5,28,9,0,0.0,152,B,Major,2022-05-06,84.0,74.0,69.0,21.0,0.0,18.0,6.0
3503,Romantic Homicide,d4vd,1,2022,7,20,2335,23,681583126.0,82,55,50,0,9.0,132,F#,Major,2022-07-20,56.0,20.0,55.0,45.0,1.0,32.0,3.0
3505,Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206.0,33,102,93,0,30.0,94,D,Major,2018-03-09,57.0,36.0,58.0,5.0,0.0,15.0,3.0
3510,Flowers,Miley Cyrus,1,2023,1,12,12211,115,1316855716.0,300,215,745,58,1021.0,118,,Major,2023-01-12,71.0,65.0,68.0,6.0,0.0,3.0,7.0
3513,The Feels,TWICE,1,2021,10,1,1150,0,345903614.0,20,99,44,0,2.0,120,A,Major,2021-10-01,81.0,92.0,90.0,9.0,0.0,8.0,7.0
3520,vampire,Olivia Rodrigo,1,2023,6,30,1397,113,140003974.0,94,207,91,14,949.0,138,F,Major,2023-06-30,51.0,32.0,53.0,17.0,0.0,31.0,6.0
3530,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0,146789379.0,46,1,34,0,0.0,134,,Major,2022-02-11,,31.0,31.0,92.0,0.0,28.0,3.0
3534,Nostl,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353.0,86,76,59,0,16.0,98,A,Minor,2021-09-08,73.0,60.0,85.0,,0.0,24.0,5.0
3537,Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203.0,47,14,90,0,1.0,95,D,Major,2020-03-13,77.0,40.0,47.0,2.0,0.0,9.0,3.0
3542,"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598.0,119,108,254,29,22.0,122,D,Minor,2023-01-11,78.0,50.0,63.0,27.0,0.0,9.0,5.0
3548,Bound 2,Kanye West,1,2013,1,1,19806,7,703301727.0,33,11,274,0,0.0,149,C#,Major,2013-01-01,37.0,28.0,66.0,14.0,0.0,9.0,5.0
3551,Rosa Pastel,"Jasiel Nuez, Peso P",2,2023,2,2,200,4,90025258.0,8,77,2,1,1.0,123,G,Minor,2023-02-02,70.0,86.0,68.0,24.0,0.0,11.0,4.0
3553,O.O,NMIXX,1,2022,2,22,290,0,135444283.0,9,66,10,0,0.0,200,B,Minor,2022-02-22,39.0,28.0,77.0,4.0,0.0,6.0,29.0
3556,Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526.0,1,8,6,0,0.0,78,A,Minor,2022-01-07,27.0,10.0,49.0,62.0,0.0,49.0,5.0
3557,Mi Bello Angel,Natanael Cano,1,2023,6,30,86,8,31873544.0,7,76,3,1,93.0,128,A,Minor,2023-06-30,81.0,90.0,77.0,1.0,0.0,9.0,5.0
3559,Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020.0,84,84,42,0,23.0,153,B,Minor,2022-11-04,56.0,42.0,52.0,5.0,0.0,36.0,24.0
3560,Set Me Free Pt.2,Jimin,1,2023,3,17,340,13,168448603.0,4,71,16,1,9.0,132,,Minor,2023-03-17,59.0,56.0,82.0,12.0,0.0,12.0,6.0
3563,RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345.0,141,12,78,0,0.0,81,F#,Major,2021-04-09,79.0,44.0,54.0,41.0,0.0,13.0,24.0
3567,Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829.0,72,27,47,0,0.0,150,B,Major,2022-10-17,49.0,4.0,55.0,7.0,0.0,6.0,3.0
3568,Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188.0,1,0,4,0,0.0,78,G,Major,2022-05-13,43.0,60.0,38.0,76.0,1.0,48.0,38.0
3581,Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871.0,18,77,61,0,1.0,143,,Major,2022-01-07,53.0,50.0,79.0,0.0,0.0,8.0,3.0
3587,Heaven,Niall Horan,1,2023,2,17,1553,2,144584800.0,61,6,48,0,150.0,92,F,Major,2023-02-17,57.0,68.0,76.0,7.0,0.0,33.0,3.0
3588,MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015.0,78,21,240,1,52.0,186,E,Minor,2020-01-10,41.0,9.0,61.0,2.0,0.0,12.0,5.0
3592,Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684.0,20,3,39,0,0.0,142,D#,Major,2022-05-20,56.0,40.0,54.0,72.0,0.0,10.0,4.0
3593,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,1,2023,7,13,873,104,30546883.0,80,227,95,24,1173.0,78,,Major,2023-07-13,80.0,33.0,70.0,22.0,,9.0,4.0
3595,Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415.0,1,10,1,0,1.0,140,B,Major,2022-05-31,58.0,26.0,38.0,91.0,0.0,10.0,4.0
3597,Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,17138,37,1279434863.0,119,81,974,1,503.0,130,,Major,2010-01-01,47.0,86.0,92.0,8.0,0.0,5.0,24.0
3603,Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797.0,51,43,38,10,1.0,97,A#,Major,2022-10-21,73.0,10.0,44.0,,0.0,16.0,8.0
3608,Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075.0,8,14,12,2,33.0,96,D,Major,2023-03-04,93.0,47.0,47.0,33.0,0.0,10.0,36.0
3615,I Hate U,SZA,1,2021,12,3,4094,0,356709897.0,66,96,43,0,0.0,107,G,Minor,2021-12-03,54.0,,39.0,51.0,0.0,,16.0
3616,Last Last,Burna Boy,1,2022,5,12,4526,12,293466523.0,156,275,150,3,128.0,88,D#,Minor,2022-05-12,80.0,,56.0,13.0,0.0,8.0,9.0
3619,Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447.0,2,0,4,0,0.0,92,E,Minor,2022-05-13,66.0,29.0,65.0,23.0,0.0,8.0,7.0
3622,25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,0,54937991.0,17,3,3,0,0.0,115,F,Minor,2022-01-07,90.0,74.0,54.0,16.0,0.0,13.0,28.0
3624,La Llevo Al Cielo (Ft. engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333146475.0,36,1,31,0,1.0,170,A,Minor,2022-05-20,80.0,77.0,85.0,11.0,0.0,17.0,14.0
3628,LALA,Myke Towers,1,2023,3,23,1474,48,133716286.0,48,126,58,14,382.0,92,C#,Major,2023-03-23,71.0,61.0,74.0,7.0,0.0,10.0,
3632,Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248.0,42,70,384,0,3.0,85,A#,Major,2015-10-30,59.0,33.0,52.0,7.0,15.0,12.0,3.0
3633,Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613.0,8,78,4,1,1.0,133,A,Minor,2023-04-04,78.0,90.0,84.0,31.0,0.0,7.0,4.0
3635,Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329.0,5,31,1,0,0.0,152,C#,Major,2022-12-09,65.0,35.0,65.0,44.0,18.0,,7.0
3636,Lovezinho,Treyce,1,2022,7,28,242,0,70069745.0,12,2,13,0,4.0,128,E,Minor,2022-07-28,,61.0,59.0,30.0,0.0,12.0,4.0
3641,Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621.0,101,34,70,1,2.0,154,F#,Major,2021-07-08,66.0,63.0,69.0,21.0,0.0,11.0,7.0
3642,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,215,6,51985779.0,6,14,8,2,4.0,84,A,Minor,2023-06-05,43.0,14.0,74.0,1.0,0.0,19.0,8.0
3644,Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661.0,43,15,116,0,,80,,Major,2020-07-17,70.0,57.0,49.0,19.0,0.0,12.0,8.0
3646,TV,Billie Eilish,1,2022,7,21,3009,2,338564981.0,68,89,65,0,25.0,141,E,Minor,2022-07-21,41.0,9.0,25.0,84.0,1.0,14.0,4.0
3653,Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339.0,12,16,14,0,0.0,108,G,Major,2022-10-21,81.0,61.0,,49.0,0.0,12.0,11.0
3660,The Motto,"Tisto, Ava",2,2021,11,4,9151,6,656013912.0,240,107,268,0,5.0,118,G,Minor,2021-11-04,75.0,46.0,76.0,3.0,0.0,9.0,4.0
3668,Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784.0,197,115,112,0,200.0,118,,Major,2020-03-20,68.0,61.0,82.0,2.0,0.0,50.0,3.0
3671,All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435.0,387,132,2094,0,,150,G,Major,1994-10-28,34.0,33.0,63.0,16.0,0.0,7.0,4.0
3672,Die For You,Joji,1,2022,11,4,1703,0,246390068.0,38,45,36,16,0.0,148,G#,Major,2022-11-04,47.0,15.0,52.0,38.0,13.0,29.0,5.0
3673,Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548.0,11,0,10,0,0.0,160,D,Major,2021-12-10,60.0,47.0,62.0,3.0,0.0,38.0,4.0
3676,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,1051,16,109276132.0,31,37,31,0,189.0,140,,Major,2023-06-02,63.0,,54.0,,0.0,12.0,8.0
3681,Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255.0,0,0,21,0,0.0,130,B,Minor,2023-02-05,69.0,,90.0,1.0,10.0,15.0,4.0
3686,Heather,Conan Gray,1,2020,3,20,6170,7,1301799902.0,82,1,231,0,2.0,92,F,Major,2020-03-20,47.0,25.0,43.0,62.0,0.0,32.0,3.0
3687,Dont Break My,The Weeknd,1,2022,1,7,1184,0,63803529.0,1,5,6,0,0.0,122,A#,Major,2022-01-07,77.0,25.0,62.0,34.0,0.0,23.0,
3689,Matilda,Harry Styles,1,2022,5,20,3218,3,366214458.0,29,10,79,0,0.0,114,D,Major,2022-05-20,51.0,,29.0,90.0,0.0,10.0,4.0
3695,Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485.0,49,17,30,0,0.0,98,G,Minor,2022-03-18,83.0,63.0,74.0,14.0,0.0,16.0,6.0
3698,Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058.0,54,16,259,0,13.0,101,C#,Major,2021-05-07,67.0,,90.0,3.0,0.0,34.0,6.0
3700,Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426.0,52,15,35,0,1.0,73,D,Major,2021-10-30,83.0,11.0,41.0,0.0,0.0,36.0,14.0
3707,Moonlight,Kali Uchis,1,2023,2,24,2649,42,256483385.0,67,79,57,1,615.0,137,G,Minor,2023-02-24,,88.0,72.0,51.0,0.0,17.0,5.0
3708,VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï",3,2028,5,12,1094,34,90839753.0,40,58,47,8,203.0,127,B,Minor,2028-05-12,82.0,89.0,85.0,4.0,0.0,23.0,6.0
3711,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,123473120.0,54,6,124,1,0.0,126,A,Major,2022-07-15,81.0,90.0,73.0,28.0,,29.0,4.0
3713,IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795.0,10,2,13,0,1.0,98,F,Major,2022-03-18,78.0,83.0,75.0,41.0,0.0,,8.0
3714,you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974.0,167,19,318,0,1.0,124,E,Major,2020-04-17,64.0,8.0,37.0,79.0,0.0,9.0,5.0
3716,The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324.0,29,0,30,0,0.0,98,G#,Minor,2022-05-08,76.0,79.0,81.0,18.0,0.0,6.0,34.0
3717,Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756907987.0,185,40,492,9,35.0,95,G#,Major,2022-03-04,76.0,96.0,70.0,18.0,0.0,33.0,4.0
3718,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,66902503.0,25,59,32,5,88.0,128,B,Major,2023-06-21,78.0,59.0,65.0,10.0,0.0,26.0,5.0
3723,ýýýabcdefu,Gayle,1,2021,8,13,7215,0,1007612429.0,170,12,575,18,,122,E,Major,2021-08-13,70.0,42.0,54.0,30.0,0.0,37.0,5.0
3725,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573.0,209,54,710,0,18.0,123,D,Major,2021-01-15,82.0,80.0,86.0,1.0,,30.0,13.0
3727,Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126.0,138,24,133,0,1.0,176,C#,Major,2021-08-03,73.0,79.0,86.0,42.0,0.0,7.0,18.0
3733,Novidade na ï¿,"Mc Livinho, DJ Matt D",2,2023,6,23,267,9,39709092.0,9,6,25,2,72.0,130,F,Major,2023-06-23,63.0,36.0,34.0,76.0,0.0,35.0,9.0
3734,SOS,SZA,1,2022,12,9,827,0,73981293.0,6,18,1,0,0.0,119,G,Minor,2022-12-09,51.0,51.0,66.0,67.0,0.0,9.0,23.0
3738,Beggin,Mne,1,2017,12,8,8559,0,1367810478.0,183,64,964,9,75.0,134,B,Minor,2017-12-08,71.0,59.0,80.0,13.0,0.0,36.0,5.0
3740,Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068.0,112,198,406,1,0.0,105,E,Minor,1986-03-03,54.0,59.0,83.0,0.0,44.0,20.0,4.0
3743,TULUM,"Peso Pluma, Grupo Frontera",2,2023,6,28,266,34,52294266.0,20,185,13,8,197.0,168,F#,Major,2023-06-28,56.0,63.0,87.0,39.0,0.0,11.0,5.0
3744,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354.0,113,17,208,0,192.0,142,D,Minor,2022-09-22,64.0,31.0,72.0,15.0,0.0,9.0,5.0
3755,Holly Jolly Christmas,Michael Bublï¿,1,2011,10,14,7655,0,476244795.0,5,0,291,0,0.0,151,G,Major,2011-10-14,,,47.0,87.0,0.0,9.0,4.0
3756,WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270.0,128,84,75,0,35.0,83,C#,Major,2022-04-27,,34.0,64.0,31.0,0.0,,34.0
3757,Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617.0,65,82,3425,4,13.0,180,D#,Major,2012-01-01,33.0,38.0,71.0,20.0,0.0,28.0,5.0
3762,Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237.0,205,130,625,0,25.0,112,D#,Major,2019-11-01,75.0,96.0,61.0,0.0,0.0,18.0,4.0
3765,Unstoppable,Sia,1,2016,1,21,7681,13,939844851.0,119,66,1145,2,,174,A,Major,2016-01-21,47.0,27.0,78.0,11.0,,10.0,8.0
3769,On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948.0,2,2,6,0,2.0,80,F,Minor,2022-12-02,33.0,51.0,59.0,76.0,0.0,44.0,6.0
3772,Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587.0,7,5,13,0,0.0,126,E,Major,2022-10-21,66.0,12.0,35.0,55.0,0.0,9.0,14.0
3779,Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,0,191333656.0,24,8,17,0,1.0,122,E,Minor,2022-11-04,75.0,45.0,63.0,6.0,0.0,35.0,12.0
3782,Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692.0,47,3,42,12,6.0,85,G#,Minor,2022-01-28,74.0,61.0,52.0,30.0,0.0,26.0,9.0
3787,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478.0,108,56,30,0,0.0,93,F,Major,2005-09-20,63.0,93.0,88.0,1.0,0.0,,4.0
3788,Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498.0,20,1,71,2,0.0,135,F,Major,2022-12-08,81.0,97.0,77.0,75.0,0.0,35.0,3.0
3790,Sweater Weather,The Neighbourhood,1,2012,5,14,16413,61,2282771485.0,166,87,1056,1,,124,A#,Major,2012-05-14,70.0,65.0,,1.0,0.0,34.0,4.0
3793,Sparks,Coldplay,1,2000,7,10,10826,4,624101957.0,24,0,805,0,0.0,103,C#,Major,2000-07-10,37.0,17.0,27.0,75.0,5.0,10.0,3.0
3795,Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,33381454.0,3,0,2,0,0.0,140,G#,Minor,2022-05-13,49.0,50.0,37.0,87.0,0.0,11.0,35.0
3798,Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708.0,39,35,22,2,0.0,164,G,Major,2022-10-21,70.0,39.0,56.0,6.0,0.0,9.0,7.0
3799,un x100to,"Bad Bunny, Grupo Frontera",2,2023,4,17,2876,40,505671438.0,41,205,54,12,251.0,83,F#,Minor,2023-04-17,57.0,56.0,72.0,23.0,0.0,27.0,5.0
3805,Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314.0,41,69,38,0,36.0,117,F,Minor,2022-12-02,72.0,45.0,59.0,14.0,,20.0,21.0
3807,Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174.0,17,5,21,0,0.0,84,D,Major,2021-10-21,67.0,78.0,63.0,29.0,,12.0,5.0
3811,About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24.0,109,A#,Minor,2022-04-14,84.0,,74.0,10.0,0.0,34.0,7.0
3812,Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496.0,44,34,25,1,171.0,155,C#,Major,2023-03-17,82.0,51.0,39.0,2.0,0.0,,49.0
3813,TQG,"Karol G, Shakira",2,2023,2,23,4284,49,618990393.0,115,123,184,18,354.0,180,E,Minor,2023-02-23,72.0,61.0,63.0,67.0,0.0,9.0,28.0
3815,No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266.0,92,127,1219,0,62.0,102,G,Major,2016-11-18,74.0,45.0,89.0,5.0,0.0,26.0,13.0
3817,Numb,Linkin Park,1,2003,3,24,20111,5,1361425037.0,39,0,7341,0,0.0,110,A,Major,2003-03-24,50.0,24.0,86.0,0.0,0.0,64.0,4.0
3819,Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,9161,5,1221813483.0,240,98,468,3,10.0,118,,Major,2020-03-20,65.0,63.0,79.0,3.0,0.0,10.0,3.0
3825,See You Again,"Tyler, The Creator, Kali Uchis",3,2017,7,21,13387,64,1047101291.0,77,58,247,1,311.0,79,F#,Major,2017-07-21,56.0,58.0,56.0,37.0,0.0,11.0,10.0
3831,Style,Taylor Swift,1,2014,1,1,7830,42,786181836.0,94,111,151,4,82.0,95,D,Major,2014-01-01,60.0,48.0,79.0,0.0,0.0,12.0,4.0
3832,Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809.0,133,181,3,0,,117,A,Minor,2019-10-04,73.0,31.0,69.0,6.0,0.0,11.0,4.0
3836,Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58687425.0,1,0,3,0,0.0,174,A,Major,2022-05-13,73.0,26.0,54.0,30.0,0.0,34.0,32.0
3837,Vampiro,"Matu, Wiu,",3,2022,1,30,540,4,187772591.0,26,3,39,0,0.0,115,G#,Minor,2022-01-30,78.0,63.0,64.0,1.0,0.0,7.0,4.0
3843,I'm Good (Blue),"Bebe Rexha, David Guetta",2,2022,8,26,12482,80,1109433169.0,291,184,537,45,727.0,128,G,Minor,2022-08-26,56.0,38.0,97.0,4.0,0.0,35.0,4.0
3849,Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996.0,74,113,85,9,2.0,100,F,Minor,2022-05-06,80.0,29.0,67.0,29.0,0.0,12.0,3.0
3857,Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328.0,52,25,32,0,10.0,145,B,Major,2021-09-09,56.0,41.0,57.0,1.0,0.0,13.0,3.0
3867,Queencard,(G)I-DLE,1,2028,5,15,451,33,96273746.0,10,126,7,0,148.0,130,E,Minor,2028-05-15,82.0,69.0,83.0,3.0,0.0,27.0,5.0
3869,Heat Waves,Glass Animals,1,2020,6,28,22543,63,2557975762.0,386,144,707,28,,81,B,Major,2020-06-28,76.0,53.0,53.0,44.0,0.0,9.0,9.0
3879,Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296.0,217,136,6508,1,,129,,Major,2011-01-01,86.0,75.0,52.0,54.0,0.0,10.0,4.0
3881,MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117.0,41,22,56,4,84.0,93,F#,Minor,2022-12-16,71.0,90.0,81.0,31.0,2.0,13.0,3.0
3883,Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632.0,238,122,557,17,58.0,121,F#,Minor,2021-07-30,67.0,26.0,64.0,52.0,0.0,17.0,10.0
3886,Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617.0,105,2,73,13,1.0,110,,Minor,2021-09-24,,67.0,68.0,0.0,0.0,14.0,4.0
3887,Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341.0,19,0,15,0,0.0,77,B,Major,2022-05-25,81.0,68.0,58.0,83.0,0.0,11.0,
3888,Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,1180896317.0,65,45,398,0,1.0,166,A#,Minor,2020-01-16,81.0,83.0,75.0,14.0,0.0,29.0,34.0
3892,Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,763,26,2762.0,21,110,21,9,71.0,162,A#,Major,2022-12-09,49.0,78.0,64.0,19.0,0.0,11.0,4.0
3896,Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741.0,109,42,158,3,31.0,170,G#,Major,2022-06-10,44.0,27.0,32.0,89.0,,14.0,5.0
3897,Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931.0,14,35,1,0,0.0,148,E,Major,2023-03-03,50.0,49.0,76.0,12.0,0.0,12.0,3.0
3898,My Mind & Me,Selena Gomez,1,2022,11,3,953,0,91473363.0,61,13,37,1,0.0,144,A,Major,2022-11-03,60.0,24.0,39.0,57.0,0.0,8.0,3.0
3910,"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,1888,0,121913181.0,26,1,58,0,0.0,71,,Minor,2022-02-04,28.0,,20.0,19.0,0.0,30.0,3.0
3911,JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692.0,15,33,6,1,0.0,113,G#,Major,2022-02-18,70.0,,59.0,55.0,0.0,27.0,12.0
3914,WHERE SHE GOES,Bad Bunny,1,2025,5,18,3133,50,303236322.0,84,133,87,15,425.0,144,A,Minor,2025-05-18,65.0,23.0,80.0,14.0,63.0,11.0,6.0
3929,Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,4,184807630.0,16,5,0,0,6.0,130,,Major,2022-05-13,78.0,75.0,62.0,6.0,0.0,15.0,6.0
3935,Search & Rescue,Drake,1,2023,4,7,2066,6,175097833.0,58,70,43,0,182.0,142,A#,Minor,2023-04-07,82.0,54.0,44.0,6.0,0.0,33.0,7.0
3938,Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803.0,17,80,38,0,0.0,121,A#,Minor,2021-08-06,70.0,35.0,77.0,1.0,0.0,26.0,4.0
3941,Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107.0,46,8,60,0,0.0,88,G,Major,1996-11-24,89.0,59.0,64.0,5.0,,19.0,7.0
3951,Snooze,SZA,1,2022,12,9,2839,25,399686758.0,58,156,42,1,236.0,143,F,Major,2022-12-09,56.0,39.0,55.0,14.0,0.0,11.0,13.0
3952,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891.0,537,122,2726,6,,124,A,Minor,2017-06-02,79.0,,86.0,4.0,0.0,8.0,11.0
3959,love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877.0,74,0,262,14,,93,F,Minor,2019-07-26,83.0,59.0,73.0,6.0,0.0,5.0,11.0
3965,Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309.0,93,95,84,9,202.0,102,C#,Minor,2022-09-09,67.0,72.0,74.0,30.0,0.0,36.0,4.0
3979,Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856.0,67,13,139,0,40.0,116,D,Major,2020-09-21,75.0,36.0,76.0,12.0,0.0,10.0,
3983,NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791.0,13,7,55,0,1.0,140,F,Minor,2019-05-16,62.0,,73.0,10.0,,,11.0
3985,BESO,"Rauw Alejandro, ROSAL",2,2023,3,24,4053,50,357925728.0,82,121,182,12,171.0,95,F,Minor,2023-03-24,77.0,53.0,64.0,74.0,0.0,17.0,14.0
3987,First Class,Jack Harlow,1,2022,4,8,8737,0,694525298.0,163,32,137,15,12.0,107,G#,Major,2022-04-08,56.0,56.0,47.0,76.0,0.0,8.0,36.0
3996,Acrs,Shakira,1,2023,5,11,955,29,123124076.0,37,50,79,11,31.0,144,B,Major,2023-05-11,75.0,35.0,48.0,84.0,0.0,10.0,12.0
3997,DANA,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208166039.0,45,0,99,1,1.0,135,A,Minor,2022-02-01,78.0,55.0,57.0,4.0,0.0,10.0,8.0
3998,Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367.0,246,71,519,2,5.0,99,G#,Major,2019-12-06,68.0,57.0,,,0.0,10.0,
3999,we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854.0,31,21,15,0,4.0,130,G,Major,2018-11-21,57.0,24.0,,11.0,18.0,16.0,3.0
4003,Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206.0,3,33,3,0,1.0,146,B,Minor,2023-07-07,50.0,67.0,89.0,0.0,0.0,19.0,8.0
